0.603277519995214-0.0920685975171393j,0.509914361421233-0.0363963129092167j,0.35436109045458+0.00316440466714675j,0.14660767051117+0.0285460625031851j,-0.0973601187732218+0.0431498343924218j,-0.357368275762961+0.0514716160576177j,-0.61155799522197+0.0587312956040071j,-0.839061891464904+0.0703039643233049j,-1.02259722743008+0.0911428239680232j,-1.15041624325387+0.125263489655493j,-1.21747645841622+0.175260012226389j,-1.22552517017283+0.241965023170301j,-1.18213707501976+0.324351573495756j,-1.09906512061657+0.419538667974768j,-0.99000775499256+0.523167217774528j,-0.868407501553059+0.629911411825258j,-0.745520157367903+0.734081494444979j,-0.629163949107686+0.830340993580815j,-0.523220883986971+0.914350369755233j,-0.42800112167359+0.98320003202914j,-0.341223269566451+1.03565752913533j,-0.259362951342086+1.0721481417037j,-0.179011537070104+1.09455268985204j,-0.0980041246074619+1.10562797722023j,-0.0159546213441449+1.10845441204261j,0.0656582976329294+1.10593348645742j,0.144047270468267+1.10023173850848j,0.216043300809373+1.09248178556965j,0.279025488506454+1.08270144097451j,0.331713816919805+1.06991972929165j,0.374518972579309+1.05256778824207j,0.409354099163282+1.02892034282571j,0.439015594080381+0.997620061774349j,0.466220898158433+0.958158982568833j,0.492470276927558+0.911220226427133j,0.517223694215162+0.858826082686737j,0.537454862714262+0.80434159521922j,0.547803315880963+0.752137832904469j,0.541470633324638+0.707137361618467j,0.511425182796661+0.674218580380362j,0.45191359898161+0.65754141024048j,0.359807149702818+0.659839731989378j,0.235653211137765+0.681823772975284j,0.0839896923932303+0.721690068297555j,-0.0871569558759981+0.77487710858052j,-0.267401742783034+0.834148678329954j,-0.44562097501968+0.889963227145809j,-0.611744362130925+0.931295048838644j,-0.758342871325482+0.946675787013058j,-0.881660475973544+0.925651044234215j,-0.981833808639322+0.860208837852239j,-1.06231677963467+0.74620797337232j,-1.12858395077699+0.584554153944606j,-1.18640292226654+0.381882489777458j,-1.24006858248499+0.150527317147593j,-1.29087824095493-0.0922233185979742j,-1.3363770904878-0.325509987754873j,-1.37043329447322-0.527186034834873j,-1.38413705334383-0.676213459070485j,-1.36752838066815-0.755253083947389j,-1.31172112914188-0.753065418731456j,-1.21098703357841-0.666159661993299j,-1.06451477472392-0.49953934046362j,-0.877360344230905-0.266509749328819j,-0.660459553591407+0.0126943944681266j,-0.429753372370762+0.313235511313554j,-0.204300818305695+0.608534969764857j,-0.00395856840968224+0.873354581473985j,0.153147317811197+1.08668206858091j,0.252999472639179+1.23400756928771j,0.287386032475608+1.30859138392302j,0.254899133945807+1.31171346256477j,0.161045679985459+1.25179096563418j,0.017396865871594+1.14255299286258j,-0.159853217630761+1.00070198378412j,-0.351857549869899+0.843422683718028j,-0.539184222505263+0.685881571267519j,-0.703881857730106+0.539436233751453j,-0.831195628176034+0.410701914216551j,-0.910847091873401+0.301407483836345j,-0.937778144577746+0.209200680393397j,-0.912287252337822+0.129008738901464j,-0.839782944051932+0.0547778383213226j,-0.729986512519946-0.0187309497345075j,-0.595796369619372-0.0945009025393138j,-0.451925111066927-0.172310584975454j,-0.313482202404541-0.24849213214634j,-0.194517858133113-0.31644170978119j,-0.10656233935618-0.36774520732558j,-0.0575517552327782-0.393696128372029j,-0.0511455895663617-0.386853683393891j,-0.0864927819893347-0.342633765254094j,-0.158550988131636-0.260437396234492j,-0.25896632381123-0.144285638620012j,-0.377324128186192-0.00276221346578632j,-0.502751335617117+0.151697863179646j,-0.625465903031683+0.303976307206806j,-0.738097286925366+0.437938784255764j,-0.836595870732608+0.538297787808312j,-0.920445369857185+0.592342521380918j,-0.992210558251283+0.591449194446231j,-1.05642910368324+0.532310435290674j,-1.11809959501348+0.417520371474492j,-1.18094018319943+0.25561611701928j,-1.24586244490791+0.0603808775852515j,-1.30995301428493-0.150409334782338j,-1.36617983861343-0.356553530908045j,-1.4040602593043-0.537471187624112j,-1.4110729528923-0.674307136029043j,-1.37471104286502-0.751921957387582j,-1.2848552817821-0.760604385391158j,-1.13598616892031-0.697286098823705j,-0.92891611887754-0.566060094970694j,-0.671630224858553-0.377930440174354j,-0.379027569447192-0.149867569121287j,-0.0715956500705045+0.09686706632153j,0.226798787067591+0.338886700184588j,0.491784173148648+0.553125790196063j,0.7015929423646+0.719290954331716j,0.839772425833056+0.822046770849955j,0.897234241362254+0.852642562710336j,0.87327910687334+0.809770637743369j,0.775588946266025+0.699569414532013j,0.618970205024977+0.534766538472178j,0.423248402687417+0.333163108951928j,0.210636486507696+0.115469636413394j,0.00293849215679813-0.0970495658192028j,-0.180974009923326-0.284868951441482j,-0.327114290793118-0.43223786941847j,-0.427423780611371-0.528637212323317j,-0.479980876972753-0.569521249151409j,-0.488395691378938-0.556380161291751j,-0.460452504339009-0.495991206228703j,-0.406508941780877-0.399183350550259j,-0.337734025030678-0.2793030966194j,-0.264535639805829-0.150425308313853j,-0.195340963037111-0.025732993564858j,-0.135944662115037+0.0837927791407294j,-0.0893771306719997+0.170300327017033j,-0.0561477642498969+0.229518177426477j,-0.034822244662204+0.260713305854852j,-0.0228123391637864+0.266143056083296j,-0.0170886299963863+0.250382841704385j,-0.0148731560749401+0.219415839008288j,-0.013996260191919+0.179617257990933j,-0.013044210395565+0.136954876834997j,-0.0114128253079772+0.0963486063753546j,-0.00908470534566849+0.0613007799894854j,-0.00642816120429803+0.0337681902907859j,-0.0039755423598152+0.0142558203732716j
0.574347853513739-0.712334767250193j,0.54554140390964-0.713478487599762j,0.461712294264907-0.711127667689841j,0.334158570964787-0.707625910177436j,0.178102454596004-0.704154151774018j,0.0104671166508795-0.700196015160331j,-0.152631229240458-0.693281020172513j,-0.298097265432197-0.679135539182033j,-0.417379463474764-0.652309620805379j,-0.507174013907241-0.607082208558302j,-0.569150264934679-0.538663371465093j,-0.608685699446275-0.444300582530511j,-0.633075800938374-0.3241474576276j,-0.649319328521738-0.181786506009653j,-0.662229687788164-0.0241961447294516j,-0.673033965983639+0.138839833607192j,-0.67885518125096+0.295770197719462j,-0.673216983439302+0.434659625569735j,-0.647267558491163+0.544620812067814j,-0.591793974869213+0.617258058939191j,-0.49936180404728+0.647686852484497j,-0.366184396167985+0.635151246145595j,-0.193429110473061+0.583200384564508j,0.0123885867308877+0.499264061810223j,0.240008310681003+0.393860425427248j,0.474936414957552+0.279527885848355j,0.701534723983384+0.169569087917907j,0.905322304501961+0.0768224480104231j,1.07505837405293+0.0124816074617918j,1.2042175722028-0.014949877221859j,1.29149442544235-0.000470227642370759j,1.34036720275296+0.0569323098325095j,1.35783360140973+0.153955927000257j,1.35247476392757+0.283017693083156j,1.3323899520659+0.432683627487811j,1.30337435637948+0.588417047638274j,1.26761439169241+0.733817484028539j,1.22325549735844+0.852034481937851j,1.16503683377558+0.92753847667167j,1.08563827599675+0.947917410085089j,0.97750419812808+0.905439503089889j,0.835032713619082+0.798287706008896j,0.656418056938321+0.631193166584225j,0.444992218329163+0.415248833878733j,0.2097406145761+0.166877086852001j,-0.0352053176816097-0.0938267741898931j,-0.271927282983555-0.345373750171233j,-0.480735782921315-0.567441543287362j,-0.642710356702883-0.743194339584627j,-0.742279806426598-0.861146694841584j,-0.769437837777986-0.916272987101209j,-0.72126341481798-0.910185516556195j,-0.602594469852168-0.850368233744786j,-0.425959695542105-0.748657990729189j,-0.210271089152774-0.619168646615435j,0.0210896734821498-0.476129482711093j,0.242759308929939-0.331980991950348j,0.430308720872868-0.195900312176881j,0.562854442906625-0.0731824194366347j,0.62532240869486+0.0346507181200452j,0.610128306705174+0.129071514014398j,0.517894026885824+0.213312914869596j,0.357073077383147+0.291071046699587j,0.142728348307487+0.365333556519401j,-0.10552335225963+0.437642209726827j,-0.365975558654006+0.507788144609917j,-0.61765169382283+0.574281461870132j,-0.842845590547979+0.634995766039769j,-1.02887039536916+0.688010747108234j,-1.16919880750077+0.732420495233042j,-1.26353398513269+0.768724320300198j,-1.31671516796874+0.798826017300104j,-1.33700799775797+0.825427655487149j,-1.33393970124229+0.851048580647902j,-1.3159315393407+0.876910764553959j,-1.2884968886317+0.901844325872974j,-1.2531044535932+0.921673587730616j,-1.20704951584241+0.929187497692369j,-1.14423397655508+0.914825532504416j,-1.05680310262177+0.868209776639052j,-0.937284537363703+0.780043209734345j,-0.780728778168079+0.644266658632235j,-0.586474301593387+0.459990205995322j,-0.359077432035428+0.23280761153112j,-0.108272687599479-0.0247690124285011j,0.152030340481228-0.293907099508943j,0.405732012267097-0.55119691725741j,0.63682631395638-0.771300788020712j,0.83180588655528-0.930027130227727j,0.981629659013553-1.00761860264317j,1.08280602446479-0.991637051269225j,1.13754499669961-0.878909791914797j,1.15276002049344-0.676356908540688j,1.1383411816066-0.400467762412283j,1.10496246228693-0.0755049697960597j,1.06187086409574+0.269362613689391j,1.01510568642343+0.603583547173397j,0.966495255203022+0.898907604820094j,0.913690536711391+1.13258466044114j,0.851097943897675+1.28982470317561j,0.77164916003514+1.36504741761551j,0.668836714075279+1.36179042694008j,0.538812030299229+1.29138757830201j,0.381979995007237+1.17065894955855j,0.203827788285125+1.01898208782383j,0.0147915347266537+0.85523501040696j,-0.170862985347004+0.695126838401019j,-0.336869928608794+0.54931935457222j,-0.467272887870735+0.422626120670692j,-0.548784963342307+0.314250649173026j,-0.572792203489459+0.219120995893238j,-0.536685342761701+0.129980319506272j,-0.444431957786572+0.0397158556936471j,-0.306167558147196-0.0564157000531747j,-0.136984717430921-0.159135722146616j,0.0448663721507263-0.264365097055933j,0.220121254014357-0.363498258955103j,0.370678712212819-0.444710188236063j,0.481548165024654-0.494922208819466j,0.542362299295464-0.502153269174833j,0.54822224309227-0.457911801118498j,0.499987719054072-0.358971954544318j,0.403905357942884-0.208391028239333j,0.270671259839513-0.0154690468520852j,0.11412574082519+0.20539619311987j,-0.0502800704872134+0.436626870943528j,-0.207076902759309+0.659874579322047j,-0.342343249173531+0.858549511142179j,-0.444984957580135+1.01989586617212j,-0.507660632011867+1.13647850047614j,-0.527368926067663+1.20669116802159j,-0.505395691092831+1.2343043335495j,-0.447008103033111+1.22719055248043j,-0.360621092902706+1.19547729869821j,-0.256698459817068+1.14954977132211j,-0.146498157984555+1.09823043595235j,-0.0407238764434978+1.04747184114532j,0.0515321798829765+0.999776250895173j,0.123701493026633+0.954306729385483j,0.172252132493153+0.90771590382841j,0.196720658724641+0.855422916833462j,0.19935902508761+0.79298511390052j,0.18451538525625+0.717406896909709j,0.157780222850962+0.628023247691105j,0.125041515740527+0.526805298170757j,0.0916427342806135+0.41820254163229j,0.061772614202671+0.308379197653447j,0.038127367166261+0.204153046258174j,0.0217701975180987+0.111927684728066j,0.0123449856808265+0.0366821135211128j
0.875278510383037+0.97400991923593j,0.809135609598532+0.886516385901583j,0.684224341881427+0.767566660772612j,0.505407901666143+0.618022389970881j,0.283968640420118+0.442698437101105j,0.0368501863659382+0.250367626681067j,-0.214806507669132+0.0530781215962311j,-0.44781471981276-0.134947968828111j,-0.639468308811418-0.298860424223602j,-0.770197434972082-0.425031288797067j,-0.825922835092729-0.502725805192897j,-0.79990795764719-0.525586792544269j,-0.693764923355003-0.492764767782284j,-0.517483208047446-0.409337372430629j,-0.288450954084801-0.285989708023276j,-0.029492077005366-0.137973469909344j,0.233727874474142+0.0164563968756656j,0.475673378076529+0.158070756900698j,0.673807568157142+0.268837737857442j,0.811140829504594+0.333964580695704j,0.877965599563159+0.343610524458727j,0.872538802688446+0.2940047888832j,0.800693788165179+0.18779191383673j,0.674421475832459+0.0335065328515881j,0.509749725407566-0.155577802461083j,0.32412548691691-0.363156097970551j,0.133811931529145-0.571985923202013j,-0.0482346115581265-0.765994386474355j,-0.213828618106139-0.932056230941625j,-0.359977268068778-1.06133169673241j,-0.488359663964171-1.14986177560785j,-0.604006867679765-1.19854369647339j,-0.713368865173715-1.21231760847316j,-0.822203575596697-1.19884592053988j,-0.933743179270488-1.16692308739803j,-1.04734302933701-1.12489149842715j,-1.15808776328585-1.07930119114527j,-1.257192254988-1.03395504837065j,-1.33325059371655-0.989725030236791j,-1.37417284768585-0.944790509610203j,-1.36928361958829-0.895512241646037j,-1.31134242203002-0.837655332346448j,-1.19819706748606-0.767593152518325j,-1.0336666423618-0.68345340927444j,-0.827525851434752-0.585858313555153j,-0.594672918904548-0.478099143047597j,-0.353562639760443-0.365850953617095j,-0.124061311148167-0.25637473488864j,0.0748191214792649-0.157349099228403j,0.227105628657505-0.0755973628195093j,0.321784329133431-0.016033795187566j,0.353882153116944+0.0191511970494548j,0.325066089084189+0.0307386019546835j,0.243437131520014+0.022176793993683j,0.122508598946162-0.00119709464625886j,-0.020280451998754-0.0331960632637453j,-0.165527409632085-0.0680730450313566j,-0.293927016142496-0.101713566324144j,-0.388240277703217-0.132238692760789j,-0.43515575291773-0.160288191912114j,-0.426627686128053-0.188648164594943j,-0.36056056871324-0.221353221459806j,-0.240840866462489-0.262442298555832j,-0.0767355889686867-0.31455906729852j,0.11845656689801-0.377774303485496j,0.329128338075077-0.448854783975544j,0.539301500970044-0.521093589706668j,0.73458943997376-0.58488525232479j,0.903794390433929-0.628997206387012j,1.03994892100402-0.642254731843215j,1.1406331735329-0.615453523535804j,1.20767410156454-0.543086750516287j,1.24611640709774-0.424594016879965j,1.26273320948741-0.264899204340523j,1.26441609227526-0.0741011377986239j,1.25667664504863+0.133753285106445j,1.24249440250919+0.342395519578679j,1.22192590085295+0.535470567496899j,1.192344364779+0.698785861836257j,1.14919520177227+0.822035899861705j,1.08726822441456+0.899937119425011j,1.00224013881921+0.932491240557983j,0.891941969202826+0.924399450118512j,0.757222647252013+0.883743896579859j,0.602317614940575+0.820167220956683j,0.434488110692858+0.742987871415194j,0.263044683258518+0.659594186567011j,0.097978402900972+0.574321479341027j,-0.0514916964497358+0.488073945154867j,-0.178340556296314+0.398742736590331j,-0.278652669441807+0.302256729127566j,-0.352014529773977+0.194011854564918j,-0.401201881191887+0.0703942087272054j,-0.431335082496197-0.069939261816254j,-0.448836300814253-0.225222117950781j,-0.459955139457535-0.390465691062651j,-0.46951691788738-0.557928468423244j,-0.480162353034635-0.718244758753733j,-0.491928928413527-0.861776963295514j,-0.50246782215352-0.980055715484271j,-0.507753313345969-1.06702164603708j,-0.503138225404381-1.1197963269633j,-0.484590562762945-1.1389552211476j,-0.449831019056328-1.12828402480495j,-0.399227442770558-1.09401029931757j,-0.336198184640096-1.04388344989478j,-0.267104164418688-0.986117988350097j,-0.200674381740565-0.928450343579815j,-0.14690556587288-0.87757897966727j,-0.115697894130329-0.838684690710644j,-0.115385904999261-0.815274376200741j,-0.151304351116288-0.80919299534834j,-0.224743888451147-0.820622964485825j,-0.332348726831892-0.848042441351385j,-0.466127936523946-0.888080010777577j,-0.614061018818873-0.935381738996479j,-0.761237982122186-0.982564584038859j,-0.891547907879594-1.02030457892687j,-0.989573616614479-1.03788097624797j,-1.04241077396354-1.02410920716356j,-1.04131946546136-0.968675862884734j,-0.98283332142132-0.863857377704535j,-0.869286304809366-0.70619084519754j,-0.708560587516921-0.497979489785424j,-0.513047647607997-0.248214140580333j,-0.298112089170009+0.0273559358924648j,-0.080172825337104+0.307192693039424j,0.125287599413463+0.565935768990971j,0.305539190302407+0.777245223827368j,0.451875860136893+0.917088331027496j,0.560255600111199+0.96696759830729j,0.631220767436672+0.916743459329015j,0.669136920336363+0.766471107629212j,0.680998488648024+0.52692148243404j,0.674883277508399+0.218630063324251j,0.658439685181849-0.13035188896224j,0.637694193524615-0.48770991126766j,0.616318458059023-0.820768008464652j,0.595432514193271-1.1003226027585j,0.573920675652354-1.3039656288385j,0.54920486208654-1.41837978926029j,0.518208471777331-1.44037239805364j,0.47837610789243-1.37648526937547j,0.428478344721269-1.24140114423681j,0.369036880191762-1.05544827383125j,0.302405504036884-0.841565515286871j,0.23238217409498-0.622274112842997j,0.163581902448948-0.417071719205221j,0.10066693567097-0.240540018553463j,0.0475212822322078-0.101405987112988j
0.857476681649973+0.4014159596015j,0.766453617547901+0.364485738000434j,0.616266888017765+0.266247594534181j,0.416402220697821+0.116723048605806j,0.181517458064986-0.0685071996152345j,-0.0701921488551872-0.270148424003891j,-0.31914871418449-0.467290318245121j,-0.546646864340348-0.639872447015705j,-0.736961413926465-0.770883850977392j,-0.878932645480083-0.848173639280641j,-0.966920474013742-0.865666623385373j,-1.00108111093158-0.823702530747211j,-0.986830911469092-0.728541430169666j,-0.933883011310604-0.591252266533596j,-0.854802039273986-0.426074542339504j,-0.76345159714072-0.248470529909922j,-0.673470695392849-0.0732880925002922j,-0.596879963248873+0.0868446398030648j,-0.5430234347727+0.222671941118941j,-0.517921580506231+0.328886404021911j,-0.523941273955164+0.404091555994574j,-0.559892076116943+0.450304022237201j,-0.621448642124366+0.472080850218721j,-0.701816176408004+0.475489040364094j,-0.792617080140393+0.467077277256932j,-0.884942422480647+0.452964603846153j,-0.970435347875051+0.438189866598986j,-1.04221910760314+0.426461032963036j,-1.09562303059895+0.420150742088465j,-1.12858735179721+0.420430476736966j,-1.14165950645204+0.427542169955042j,-1.13756299105686+0.441120625225453j,-1.12036532080647+0.460415583155031j,-1.09445400160565+0.484302623287696j,-1.06339956102237+0.51122614083292j,-1.02901654479191+0.539130004071141j,-0.990853104578421+0.565271206011023j,-0.946071265065429+0.586217308575088j,-0.88998556059333+0.598011997914553j,-0.817040429885177+0.596574177350662j,-0.722072661592012+0.578303465000312j,-0.601669295134916+0.540776907232599j,-0.455249929092864+0.483437283441663j,-0.285636587004225+0.408232389175295j,-0.0990157795290866+0.319813405214016j,0.0957936700020204+0.225296319767148j,0.288609521006171+0.133735950644869j,0.469465829592595+0.0551701221890692j,0.630118450533513-0.000617261300926307j,0.765221956873224-0.0254653055734018j,0.872976497025646-0.0140239106828998j,0.954859777208016+0.0354665705273308j,1.01480578010774+0.120795884895259j,1.05790387715175+0.235911898752597j,1.08874227096624+0.371766149605734j,1.11014625809984+0.517349867616101j,1.12224085723648+0.6610947725097j,1.12222836756139+0.792342877018708j,1.10503630163243+0.902498985241425j,1.06449027353892+0.98587597005417j,0.994944618542463+1.04006654015855j,0.892918423521704+1.06581764535554j,0.758334631147376+1.06661350709454j,0.595036899696141+1.04777640965026j,0.410586797245167+1.01561878023745j,0.215220982597962+0.976587223122037j,0.0201896691968713+0.936465205020936j,-0.164033960976848+0.899975585523395j,-0.329508765253664+0.870494478741205j,-0.47199457880914+0.849980951551375j,-0.591265841448904+0.839056353111989j,-0.690521802025931+0.837117461863409j,-0.775131212407751+0.842528196939966j,-0.850940024402021+0.852764584494038j,-0.9223799632731+0.864551067437258j,-0.991029367991478+0.8740682589681j,-1.05486394552996+0.877268681949968j,-1.10837476467948+0.870260575042322j,-1.14356039349759+0.84974246437462j,-1.1516406629353+0.813473497565568j,-1.12508519000934+0.760658579319052j,-1.05944208247247+0.692142682253586j,-0.95471761285653+0.610291791583945j,-0.815855901262075+0.518677463344917j,-0.652336383922351+0.421452411212492j,-0.476781944266528+0.322564269829647j,-0.303009675945394+0.224986505616453j,-0.143751429707958+0.130110260431462j,-0.00877771548919416+0.0375476310138338j,0.096444886812898-0.0547811721528629j,0.171270213244772-0.149998968738659j,0.219301030747223-0.251343261024488j,0.247057384890216-0.361130539879477j,0.262082879642188-0.479655165388523j,0.27095002627063-0.60463496613902j,0.277682379013926-0.731050316449757j,0.282666914701286-0.85167747363367j,0.282597702826439-0.958106412852767j,0.271277018507334-1.04213583299925j,0.241115836483718-1.09724285867107j,0.185071217886688-1.11973958769493j,0.0985063013902869-1.10952733536009j,-0.0194073004758458-1.07004275680332j,-0.164983588999228-1.00748633813162j,-0.330280779235554-0.92948421443804j,-0.504210220255672-0.843268085137417j,-0.674293588733415-0.754055291823924j,-0.828679485248391-0.663817822948276j,-0.957984189148765-0.570766212785962j,-1.05672854068892-0.469761353896709j,-1.12380282163016-0.353723671504266j,-1.16215707347746-0.215607166533871j,-1.17764482064638-0.0507010546644764j,-1.17736769448578+0.141365511725778j,-1.16776473253078+0.35517660140018j,-1.15299611389384+0.579220561990941j,-1.13393883072279+0.796805702526345j,-1.10797474456373+0.9879706283118j,-1.06962195098275+1.13236001593202j,-1.01182976839276+1.21235539417239j,-0.927791524568296+1.21596676800458j,-0.812713689099134+1.13898215049512j,-0.665294096794149+0.985872015419419j,-0.488505534427191+0.769312317647965j,-0.289562644700088+0.508487736693463j,-0.0790798188700361+0.22623891628457j,0.130428495372166-0.054090409232126j,0.326454139936567-0.311880296196709j,0.49832207668703-0.531814638016757j,0.638677783273051-0.705381942757368j,0.744353964412183-0.831141590939681j,0.816355181035552-0.913807424530014j,0.859178134008483-0.962360230101815j,0.879518066074444-0.98760156461537j,0.884692594758246-0.999759947665049j,0.881143340776186-1.00646191310122j,0.873259829997703-1.01150631444644j,0.862724732895217-1.01459531254278j,0.848581905027221-1.0120255668865j,0.827853265950351-0.99800878760549j,0.796641605903642-0.966437347043886j,0.751354655358626-0.912577310059255j,0.689842440813337-0.834408559053474j,0.612176134543389-0.733403887673152j,0.520899582854423-0.614489280326952j,0.420846129428097-0.485275594853953j,0.318394014933637-0.354916329673078j,0.2204361566075-0.232674171813354j,0.133289549562607-0.126532415143157j,0.061743583688354-0.0420553221872608j
-0.572997183922012-0.701674825277204j,-0.665814491908359-0.705072102133641j,-0.749554180129536-0.701304476779148j,-0.828680714046709-0.692237197789781j,-0.905926473076286-0.679645715178346j,-0.981101856718578-0.664744072264676j,-1.05050710439825-0.647941032557191j,-1.10715894223461-0.62879986120387j,-1.14173635645247-0.606234309931363j,-1.14414594391995-0.578875345889872j,-1.10544861399834-0.545548260095358j,-1.01981407377338-0.505709550272213j,-0.886057645325554-0.459732485935295j,-0.708569150531255-0.408930708388143j,-0.497341519048885-0.355344020255622j,-0.267106479306012-0.301308649007717j,-0.0357446793756787-0.248770711444061j,0.177859387117225-0.198711930232816j,0.356167018867157-0.150753920438763j,0.485146705235458-0.103011347365798j,0.555908767408875-0.0524071616691311j,0.565711766344882+0.00459644822049244j,0.518086310892193+0.0710207893394516j,0.422197100045215+0.148208287855582j,0.291594786107858+0.234803753272976j,0.142556856195189+0.326134995994745j,-0.00774106110236154+0.414046644361687j,-0.143051624463843+0.48742703815611j,-0.249514485139075+0.533476152185727j,-0.316787183352497+0.539413536722446j,-0.338800960769719+0.494572857073113j,-0.314082925600211+0.392378115084243j,-0.245625434114998+0.231984460996769j,-0.140558243112468+0.0192029106782894j,-0.00951201448335517-0.233459290783556j,0.134288428235453-0.507696145435076j,0.276084510637828-0.78115242915716j,0.400734437013787-1.02994052875455j,0.494128980078375-1.23141052585366j,0.544472160283652-1.36689097363804j,0.543616220659063-1.42399604190607j,0.488020726486823-1.39815760888329j,0.379425229115395-1.29319153467965j,0.224969325139103-1.12087187165105j,0.0367045880340401-0.899517648593452j,-0.169546559250176-0.651844234024694j,-0.375800007541179-0.40233642450658j,-0.563923303762799-0.174609632488213j,-0.71758219225295+0.0110722004820555j,-0.824125339605241+0.139820893898718j,-0.876023742137964+0.203336883696334j,-0.871577729780547+0.200418621114077j,-0.814861310967111+0.136622937639089j,-0.714849887001843+0.0233222132789868j,-0.583986072719088-0.123799258461604j,-0.436414369814993-0.286637493375082j,-0.285928409776159-0.446601682299857j,-0.144316378151938-0.586446450073426j,-0.0201182787281125-0.691879103197317j,0.0819911895752464-0.752786528568478j,0.161070614065404-0.763950789006714j,0.219322726845539-0.725275281924388j,0.260938822002953-0.641488961325215j,0.290780464128243-0.521371809372165j,0.313154988615736-0.376605502047642j,0.330823291562278-0.2203545750683j,0.344615440507901-0.0658261264989392j,0.353465739901458+0.0752010602742345j,0.354861864199972+0.193539034530482j,0.345592982742273+0.283365151678815j,0.322801302888924+0.342590599746302j,0.284764008303653+0.372590753925522j,0.231378789739447+0.377614321382201j,0.164344212170682+0.363784675926951j,0.0869886940153197+0.337853141785163j,0.003608260872322+0.306022839860179j,-0.0811835751626412+0.272970372225381j,-0.163322811237882+0.241189097793511j,-0.23996630756158+0.210878404963872j,-0.309770932084425+0.180266820921226j,-0.373002866966019+0.146356181683758j,-0.431177816725679+0.105892988315105j,-0.486445461380768+0.0563682509001795j,-0.540937976372693-0.00308179474086508j,-0.596045006496767-0.0712746250453587j,-0.651801165381721-0.144971740746839j,-0.706690380187738-0.219257008278949j,-0.757753430061931-0.288284935834532j,-0.800946630322742-0.346469288556884j,-0.831843969344254-0.38943641302731j,-0.8464666663691-0.41477390483747j,-0.842041907871474-0.422447129378847j,-0.817690466429722-0.414625265525042j,-0.774727344468738-0.395097631097649j,-0.716683264586076-0.368304578268686j,-0.648971512843071-0.338244613325496j,-0.578266198186671-0.307406844727256j,-0.511696927458403-0.276145487419347j,-0.455946312569887-0.242534813312591j,-0.416369579779699-0.2027339230488j,-0.396367462053861-0.151915785998457j,-0.397052713882118-0.0855268814261635j,-0.41709973513651-0.000570170590464022j,-0.453011568523056+0.103230581206304j,-0.499669560121476+0.222767353865804j,-0.550996328083249+0.351595362427891j,-0.600687369323839+0.480453457467075j,-0.642995538930569+0.598482236037356j,-0.67328501219664+0.694755730829962j,-0.68844549517633+0.75997816026854j,-0.68705706395563+0.787916262348155j,-0.669343449554963+0.776320993309696j,-0.636922961452202+0.727246705305372j,-0.592472313629919+0.646621073820354j,-0.539247525225726+0.543268170644829j,-0.480681805508539+0.4274678265178j,-0.420094369309838+0.309379594568074j,-0.360438460942798+0.197589800867061j,-0.304151714792094+0.0981429910142176j,-0.253139114750945+0.0139885199266045j,-0.208730964029092-0.0548999857223575j,-0.171681133454025-0.110913040659436j,-0.142189977146462-0.157832194969531j,-0.119852326357156-0.199671846493617j,-0.103597198725636-0.239687851979172j,-0.0917114527953414-0.279648324080098j,-0.081813772118845-0.319512258152717j,-0.0709579341406988-0.357516366303838j,-0.055926368533275-0.390697279940807j,-0.0336019797462862-0.415613755028035j,-0.00138045708605784-0.429147460464589j,0.0423452831278997-0.429185791671381j,0.0978021060425991-0.415124889865344j,0.16357679404364-0.388035068506945j,0.236532843677455-0.350411083447364j,0.312074930241395-0.30579040358325j,0.384555788426174-0.258174108889095j,0.447974616246-0.211376402191759j,0.496704648495274-0.168518361493774j,0.526260416442858-0.131684193395096j,0.533896121418621-0.101797806464996j,0.519004118831634-0.0787240005705787j,0.483236948380854-0.0615265985996738j,0.430282852422266-0.048782967459494j,0.365323962069948-0.039002190607996j,0.294340110780673-0.0309326421464759j,0.223363770607694-0.0236804193614595j,0.15773288276166-0.0167948293444205j,0.101479274557348-0.0102010593092937j,0.0569948797326665-0.00410434324441346j
