0.603277519995214-0.0920685975171393i,0.509914361421233-0.0363963129092167i,0.35436109045458+0.00316440466714675i,0.14660767051117+0.0285460625031851i,-0.0973601187732218+0.0431498343924218i,-0.357368275762961+0.0514716160576177i,-0.61155799522197+0.0587312956040071i,-0.839061891464904+0.0703039643233049i,-1.02259722743008+0.0911428239680232i,-1.15041624325387+0.125263489655493i,-1.21747645841622+0.175260012226389i,-1.22552517017283+0.241965023170301i,-1.18213707501976+0.324351573495756i,-1.09906512061657+0.419538667974768i,-0.99000775499256+0.523167217774528i,-0.868407501553059+0.629911411825258i,-0.745520157367903+0.734081494444979i,-0.629163949107686+0.830340993580815i,-0.523220883986971+0.914350369755233i,-0.42800112167359+0.98320003202914i,-0.341223269566451+1.03565752913533i,-0.259362951342086+1.0721481417037i,-0.179011537070104+1.09455268985204i,-0.0980041246074619+1.10562797722023i,-0.0159546213441449+1.10845441204261i,0.0656582976329294+1.10593348645742i,0.144047270468267+1.10023173850848i,0.216043300809373+1.09248178556965i,0.279025488506454+1.08270144097451i,0.331713816919805+1.06991972929165i,0.374518972579309+1.05256778824207i,0.409354099163282+1.02892034282571i,0.439015594080381+0.997620061774349i,0.466220898158433+0.958158982568833i,0.492470276927558+0.911220226427133i,0.517223694215162+0.858826082686737i,0.537454862714262+0.80434159521922i,0.547803315880963+0.752137832904469i,0.541470633324638+0.707137361618467i,0.511425182796661+0.674218580380362i,0.45191359898161+0.65754141024048i,0.359807149702818+0.659839731989378i,0.235653211137765+0.681823772975284i,0.0839896923932303+0.721690068297555i,-0.0871569558759981+0.77487710858052i,-0.267401742783034+0.834148678329954i,-0.44562097501968+0.889963227145809i,-0.611744362130925+0.931295048838644i,-0.758342871325482+0.946675787013058i,-0.881660475973544+0.925651044234215i,-0.981833808639322+0.860208837852239i,-1.06231677963467+0.74620797337232i,-1.12858395077699+0.584554153944606i,-1.18640292226654+0.381882489777458i,-1.24006858248499+0.150527317147593i,-1.29087824095493-0.0922233185979742i,-1.3363770904878-0.325509987754873i,-1.37043329447322-0.527186034834873i,-1.38413705334383-0.676213459070485i,-1.36752838066815-0.755253083947389i,-1.31172112914188-0.753065418731456i,-1.21098703357841-0.666159661993299i,-1.06451477472392-0.49953934046362i,-0.877360344230905-0.266509749328819i,-0.660459553591407+0.0126943944681266i,-0.429753372370762+0.313235511313554i,-0.204300818305695+0.608534969764857i,-0.00395856840968224+0.873354581473985i,0.153147317811197+1.08668206858091i,0.252999472639179+1.23400756928771i,0.287386032475608+1.30859138392302i,0.254899133945807+1.31171346256477i,0.161045679985459+1.25179096563418i,0.017396865871594+1.14255299286258i,-0.159853217630761+1.00070198378412i,-0.351857549869899+0.843422683718028i,-0.539184222505263+0.685881571267519i,-0.703881857730106+0.539436233751453i,-0.831195628176034+0.410701914216551i,-0.910847091873401+0.301407483836345i,-0.937778144577746+0.209200680393397i,-0.912287252337822+0.129008738901464i,-0.839782944051932+0.0547778383213226i,-0.729986512519946-0.0187309497345075i,-0.595796369619372-0.0945009025393138i,-0.451925111066927-0.172310584975454i,-0.313482202404541-0.24849213214634i,-0.194517858133113-0.31644170978119i,-0.10656233935618-0.36774520732558i,-0.0575517552327782-0.393696128372029i,-0.0511455895663617-0.386853683393891i,-0.0864927819893347-0.342633765254094i,-0.158550988131636-0.260437396234492i,-0.25896632381123-0.144285638620012i,-0.377324128186192-0.00276221346578632i,-0.502751335617117+0.151697863179646i,-0.625465903031683+0.303976307206806i,-0.738097286925366+0.437938784255764i,-0.836595870732608+0.538297787808312i,-0.920445369857185+0.592342521380918i,-0.992210558251283+0.591449194446231i,-1.05642910368324+0.532310435290674i,-1.11809959501348+0.417520371474492i,-1.18094018319943+0.25561611701928i,-1.24586244490791+0.0603808775852515i,-1.30995301428493-0.150409334782338i,-1.36617983861343-0.356553530908045i,-1.4040602593043-0.537471187624112i,-1.4110729528923-0.674307136029043i,-1.37471104286502-0.751921957387582i,-1.2848552817821-0.760604385391158i,-1.13598616892031-0.697286098823705i,-0.92891611887754-0.566060094970694i,-0.671630224858553-0.377930440174354i,-0.379027569447192-0.149867569121287i,-0.0715956500705045+0.09686706632153i,0.226798787067591+0.338886700184588i,0.491784173148648+0.553125790196063i,0.7015929423646+0.719290954331716i,0.839772425833056+0.822046770849955i,0.897234241362254+0.852642562710336i,0.87327910687334+0.809770637743369i,0.775588946266025+0.699569414532013i,0.618970205024977+0.534766538472178i,0.423248402687417+0.333163108951928i,0.210636486507696+0.115469636413394i,0.00293849215679813-0.0970495658192028i,-0.180974009923326-0.284868951441482i,-0.327114290793118-0.43223786941847i,-0.427423780611371-0.528637212323317i,-0.479980876972753-0.569521249151409i,-0.488395691378938-0.556380161291751i,-0.460452504339009-0.495991206228703i,-0.406508941780877-0.399183350550259i,-0.337734025030678-0.2793030966194i,-0.264535639805829-0.150425308313853i,-0.195340963037111-0.025732993564858i,-0.135944662115037+0.0837927791407294i,-0.0893771306719997+0.170300327017033i,-0.0561477642498969+0.229518177426477i,-0.034822244662204+0.260713305854852i,-0.0228123391637864+0.266143056083296i,-0.0170886299963863+0.250382841704385i,-0.0148731560749401+0.219415839008288i,-0.013996260191919+0.179617257990933i,-0.013044210395565+0.136954876834997i,-0.0114128253079772+0.0963486063753546i,-0.00908470534566849+0.0613007799894854i,-0.00642816120429803+0.0337681902907859i,-0.0039755423598152+0.0142558203732716i
0.574347853513739-0.712334767250193i,0.54554140390964-0.713478487599762i,0.461712294264907-0.711127667689841i,0.334158570964787-0.707625910177436i,0.178102454596004-0.704154151774018i,0.0104671166508795-0.700196015160331i,-0.152631229240458-0.693281020172513i,-0.298097265432197-0.679135539182033i,-0.417379463474764-0.652309620805379i,-0.507174013907241-0.607082208558302i,-0.569150264934679-0.538663371465093i,-0.608685699446275-0.444300582530511i,-0.633075800938374-0.3241474576276i,-0.649319328521738-0.181786506009653i,-0.662229687788164-0.0241961447294516i,-0.673033965983639+0.138839833607192i,-0.67885518125096+0.295770197719462i,-0.673216983439302+0.434659625569735i,-0.647267558491163+0.544620812067814i,-0.591793974869213+0.617258058939191i,-0.49936180404728+0.647686852484497i,-0.366184396167985+0.635151246145595i,-0.193429110473061+0.583200384564508i,0.0123885867308877+0.499264061810223i,0.240008310681003+0.393860425427248i,0.474936414957552+0.279527885848355i,0.701534723983384+0.169569087917907i,0.905322304501961+0.0768224480104231i,1.07505837405293+0.0124816074617918i,1.2042175722028-0.014949877221859i,1.29149442544235-0.000470227642370759i,1.34036720275296+0.0569323098325095i,1.35783360140973+0.153955927000257i,1.35247476392757+0.283017693083156i,1.3323899520659+0.432683627487811i,1.30337435637948+0.588417047638274i,1.26761439169241+0.733817484028539i,1.22325549735844+0.852034481937851i,1.16503683377558+0.92753847667167i,1.08563827599675+0.947917410085089i,0.97750419812808+0.905439503089889i,0.835032713619082+0.798287706008896i,0.656418056938321+0.631193166584225i,0.444992218329163+0.415248833878733i,0.2097406145761+0.166877086852001i,-0.0352053176816097-0.0938267741898931i,-0.271927282983555-0.345373750171233i,-0.480735782921315-0.567441543287362i,-0.642710356702883-0.743194339584627i,-0.742279806426598-0.861146694841584i,-0.769437837777986-0.916272987101209i,-0.72126341481798-0.910185516556195i,-0.602594469852168-0.850368233744786i,-0.425959695542105-0.748657990729189i,-0.210271089152774-0.619168646615435i,0.0210896734821498-0.476129482711093i,0.242759308929939-0.331980991950348i,0.430308720872868-0.195900312176881i,0.562854442906625-0.0731824194366347i,0.62532240869486+0.0346507181200452i,0.610128306705174+0.129071514014398i,0.517894026885824+0.213312914869596i,0.357073077383147+0.291071046699587i,0.142728348307487+0.365333556519401i,-0.10552335225963+0.437642209726827i,-0.365975558654006+0.507788144609917i,-0.61765169382283+0.574281461870132i,-0.842845590547979+0.634995766039769i,-1.02887039536916+0.688010747108234i,-1.16919880750077+0.732420495233042i,-1.26353398513269+0.768724320300198i,-1.31671516796874+0.798826017300104i,-1.33700799775797+0.825427655487149i,-1.33393970124229+0.851048580647902i,-1.3159315393407+0.876910764553959i,-1.2884968886317+0.901844325872974i,-1.2531044535932+0.921673587730616i,-1.20704951584241+0.929187497692369i,-1.14423397655508+0.914825532504416i,-1.05680310262177+0.868209776639052i,-0.937284537363703+0.780043209734345i,-0.780728778168079+0.644266658632235i,-0.586474301593387+0.459990205995322i,-0.359077432035428+0.23280761153112i,-0.108272687599479-0.0247690124285011i,0.152030340481228-0.293907099508943i,0.405732012267097-0.55119691725741i,0.63682631395638-0.771300788020712i,0.83180588655528-0.930027130227727i,0.981629659013553-1.00761860264317i,1.08280602446479-0.991637051269225i,1.13754499669961-0.878909791914797i,1.15276002049344-0.676356908540688i,1.1383411816066-0.400467762412283i,1.10496246228693-0.0755049697960597i,1.06187086409574+0.269362613689391i,1.01510568642343+0.603583547173397i,0.966495255203022+0.898907604820094i,0.913690536711391+1.13258466044114i,0.851097943897675+1.28982470317561i,0.77164916003514+1.36504741761551i,0.668836714075279+1.36179042694008i,0.538812030299229+1.29138757830201i,0.381979995007237+1.17065894955855i,0.203827788285125+1.01898208782383i,0.0147915347266537+0.85523501040696i,-0.170862985347004+0.695126838401019i,-0.336869928608794+0.54931935457222i,-0.467272887870735+0.422626120670692i,-0.548784963342307+0.314250649173026i,-0.572792203489459+0.219120995893238i,-0.536685342761701+0.129980319506272i,-0.444431957786572+0.0397158556936471i,-0.306167558147196-0.0564157000531747i,-0.136984717430921-0.159135722146616i,0.0448663721507263-0.264365097055933i,0.220121254014357-0.363498258955103i,0.370678712212819-0.444710188236063i,0.481548165024654-0.494922208819466i,0.542362299295464-0.502153269174833i,0.54822224309227-0.457911801118498i,0.499987719054072-0.358971954544318i,0.403905357942884-0.208391028239333i,0.270671259839513-0.0154690468520852i,0.11412574082519+0.20539619311987i,-0.0502800704872134+0.436626870943528i,-0.207076902759309+0.659874579322047i,-0.342343249173531+0.858549511142179i,-0.444984957580135+1.01989586617212i,-0.507660632011867+1.13647850047614i,-0.527368926067663+1.20669116802159i,-0.505395691092831+1.2343043335495i,-0.447008103033111+1.22719055248043i,-0.360621092902706+1.19547729869821i,-0.256698459817068+1.14954977132211i,-0.146498157984555+1.09823043595235i,-0.0407238764434978+1.04747184114532i,0.0515321798829765+0.999776250895173i,0.123701493026633+0.954306729385483i,0.172252132493153+0.90771590382841i,0.196720658724641+0.855422916833462i,0.19935902508761+0.79298511390052i,0.18451538525625+0.717406896909709i,0.157780222850962+0.628023247691105i,0.125041515740527+0.526805298170757i,0.0916427342806135+0.41820254163229i,0.061772614202671+0.308379197653447i,0.038127367166261+0.204153046258174i,0.0217701975180987+0.111927684728066i,0.0123449856808265+0.0366821135211128i
0.875278510383037+0.97400991923593i,0.809135609598532+0.886516385901583i,0.684224341881427+0.767566660772612i,0.505407901666143+0.618022389970881i,0.283968640420118+0.442698437101105i,0.0368501863659382+0.250367626681067i,-0.214806507669132+0.0530781215962311i,-0.44781471981276-0.134947968828111i,-0.639468308811418-0.298860424223602i,-0.770197434972082-0.425031288797067i,-0.825922835092729-0.502725805192897i,-0.79990795764719-0.525586792544269i,-0.693764923355003-0.492764767782284i,-0.517483208047446-0.409337372430629i,-0.288450954084801-0.285989708023276i,-0.029492077005366-0.137973469909344i,0.233727874474142+0.0164563968756656i,0.475673378076529+0.158070756900698i,0.673807568157142+0.268837737857442i,0.811140829504594+0.333964580695704i,0.877965599563159+0.343610524458727i,0.872538802688446+0.2940047888832i,0.800693788165179+0.18779191383673i,0.674421475832459+0.0335065328515881i,0.509749725407566-0.155577802461083i,0.32412548691691-0.363156097970551i,0.133811931529145-0.571985923202013i,-0.0482346115581265-0.765994386474355i,-0.213828618106139-0.932056230941625i,-0.359977268068778-1.06133169673241i,-0.488359663964171-1.14986177560785i,-0.604006867679765-1.19854369647339i,-0.713368865173715-1.21231760847316i,-0.822203575596697-1.19884592053988i,-0.933743179270488-1.16692308739803i,-1.04734302933701-1.12489149842715i,-1.15808776328585-1.07930119114527i,-1.257192254988-1.03395504837065i,-1.33325059371655-0.989725030236791i,-1.37417284768585-0.944790509610203i,-1.36928361958829-0.895512241646037i,-1.31134242203002-0.837655332346448i,-1.19819706748606-0.767593152518325i,-1.0336666423618-0.68345340927444i,-0.827525851434752-0.585858313555153i,-0.594672918904548-0.478099143047597i,-0.353562639760443-0.365850953617095i,-0.124061311148167-0.25637473488864i,0.0748191214792649-0.157349099228403i,0.227105628657505-0.0755973628195093i,0.321784329133431-0.016033795187566i,0.353882153116944+0.0191511970494548i,0.325066089084189+0.0307386019546835i,0.243437131520014+0.022176793993683i,0.122508598946162-0.00119709464625886i,-0.020280451998754-0.0331960632637453i,-0.165527409632085-0.0680730450313566i,-0.293927016142496-0.101713566324144i,-0.388240277703217-0.132238692760789i,-0.43515575291773-0.160288191912114i,-0.426627686128053-0.188648164594943i,-0.36056056871324-0.221353221459806i,-0.240840866462489-0.262442298555832i,-0.0767355889686867-0.31455906729852i,0.11845656689801-0.377774303485496i,0.329128338075077-0.448854783975544i,0.539301500970044-0.521093589706668i,0.73458943997376-0.58488525232479i,0.903794390433929-0.628997206387012i,1.03994892100402-0.642254731843215i,1.1406331735329-0.615453523535804i,1.20767410156454-0.543086750516287i,1.24611640709774-0.424594016879965i,1.26273320948741-0.264899204340523i,1.26441609227526-0.0741011377986239i,1.25667664504863+0.133753285106445i,1.24249440250919+0.342395519578679i,1.22192590085295+0.535470567496899i,1.192344364779+0.698785861836257i,1.14919520177227+0.822035899861705i,1.08726822441456+0.899937119425011i,1.00224013881921+0.932491240557983i,0.891941969202826+0.924399450118512i,0.757222647252013+0.883743896579859i,0.602317614940575+0.820167220956683i,0.434488110692858+0.742987871415194i,0.263044683258518+0.659594186567011i,0.097978402900972+0.574321479341027i,-0.0514916964497358+0.488073945154867i,-0.178340556296314+0.398742736590331i,-0.278652669441807+0.302256729127566i,-0.352014529773977+0.194011854564918i,-0.401201881191887+0.0703942087272054i,-0.431335082496197-0.069939261816254i,-0.448836300814253-0.225222117950781i,-0.459955139457535-0.390465691062651i,-0.46951691788738-0.557928468423244i,-0.480162353034635-0.718244758753733i,-0.491928928413527-0.861776963295514i,-0.50246782215352-0.980055715484271i,-0.507753313345969-1.06702164603708i,-0.503138225404381-1.1197963269633i,-0.484590562762945-1.1389552211476i,-0.449831019056328-1.12828402480495i,-0.399227442770558-1.09401029931757i,-0.336198184640096-1.04388344989478i,-0.267104164418688-0.986117988350097i,-0.200674381740565-0.928450343579815i,-0.14690556587288-0.87757897966727i,-0.115697894130329-0.838684690710644i,-0.115385904999261-0.815274376200741i,-0.151304351116288-0.80919299534834i,-0.224743888451147-0.820622964485825i,-0.332348726831892-0.848042441351385i,-0.466127936523946-0.888080010777577i,-0.614061018818873-0.935381738996479i,-0.761237982122186-0.982564584038859i,-0.891547907879594-1.02030457892687i,-0.989573616614479-1.03788097624797i,-1.04241077396354-1.02410920716356i,-1.04131946546136-0.968675862884734i,-0.98283332142132-0.863857377704535i,-0.869286304809366-0.70619084519754i,-0.708560587516921-0.497979489785424i,-0.513047647607997-0.248214140580333i,-0.298112089170009+0.0273559358924648i,-0.080172825337104+0.307192693039424i,0.125287599413463+0.565935768990971i,0.305539190302407+0.777245223827368i,0.451875860136893+0.917088331027496i,0.560255600111199+0.96696759830729i,0.631220767436672+0.916743459329015i,0.669136920336363+0.766471107629212i,0.680998488648024+0.52692148243404i,0.674883277508399+0.218630063324251i,0.658439685181849-0.13035188896224i,0.637694193524615-0.48770991126766i,0.616318458059023-0.820768008464652i,0.595432514193271-1.1003226027585i,0.573920675652354-1.3039656288385i,0.54920486208654-1.41837978926029i,0.518208471777331-1.44037239805364i,0.47837610789243-1.37648526937547i,0.428478344721269-1.24140114423681i,0.369036880191762-1.05544827383125i,0.302405504036884-0.841565515286871i,0.23238217409498-0.622274112842997i,0.163581902448948-0.417071719205221i,0.10066693567097-0.240540018553463i,0.0475212822322078-0.101405987112988i
0.857476681649973+0.4014159596015i,0.766453617547901+0.364485738000434i,0.616266888017765+0.266247594534181i,0.416402220697821+0.116723048605806i,0.181517458064986-0.0685071996152345i,-0.0701921488551872-0.270148424003891i,-0.31914871418449-0.467290318245121i,-0.546646864340348-0.639872447015705i,-0.736961413926465-0.770883850977392i,-0.878932645480083-0.848173639280641i,-0.966920474013742-0.865666623385373i,-1.00108111093158-0.823702530747211i,-0.986830911469092-0.728541430169666i,-0.933883011310604-0.591252266533596i,-0.854802039273986-0.426074542339504i,-0.76345159714072-0.248470529909922i,-0.673470695392849-0.0732880925002922i,-0.596879963248873+0.0868446398030648i,-0.5430234347727+0.222671941118941i,-0.517921580506231+0.328886404021911i,-0.523941273955164+0.404091555994574i,-0.559892076116943+0.450304022237201i,-0.621448642124366+0.472080850218721i,-0.701816176408004+0.475489040364094i,-0.792617080140393+0.467077277256932i,-0.884942422480647+0.452964603846153i,-0.970435347875051+0.438189866598986i,-1.04221910760314+0.426461032963036i,-1.09562303059895+0.420150742088465i,-1.12858735179721+0.420430476736966i,-1.14165950645204+0.427542169955042i,-1.13756299105686+0.441120625225453i,-1.12036532080647+0.460415583155031i,-1.09445400160565+0.484302623287696i,-1.06339956102237+0.51122614083292i,-1.02901654479191+0.539130004071141i,-0.990853104578421+0.565271206011023i,-0.946071265065429+0.586217308575088i,-0.88998556059333+0.598011997914553i,-0.817040429885177+0.596574177350662i,-0.722072661592012+0.578303465000312i,-0.601669295134916+0.540776907232599i,-0.455249929092864+0.483437283441663i,-0.285636587004225+0.408232389175295i,-0.0990157795290866+0.319813405214016i,0.0957936700020204+0.225296319767148i,0.288609521006171+0.133735950644869i,0.469465829592595+0.0551701221890692i,0.630118450533513-0.000617261300926307i,0.765221956873224-0.0254653055734018i,0.872976497025646-0.0140239106828998i,0.954859777208016+0.0354665705273308i,1.01480578010774+0.120795884895259i,1.05790387715175+0.235911898752597i,1.08874227096624+0.371766149605734i,1.11014625809984+0.517349867616101i,1.12224085723648+0.6610947725097i,1.12222836756139+0.792342877018708i,1.10503630163243+0.902498985241425i,1.06449027353892+0.98587597005417i,0.994944618542463+1.04006654015855i,0.892918423521704+1.06581764535554i,0.758334631147376+1.06661350709454i,0.595036899696141+1.04777640965026i,0.410586797245167+1.01561878023745i,0.215220982597962+0.976587223122037i,0.0201896691968713+0.936465205020936i,-0.164033960976848+0.899975585523395i,-0.329508765253664+0.870494478741205i,-0.47199457880914+0.849980951551375i,-0.591265841448904+0.839056353111989i,-0.690521802025931+0.837117461863409i,-0.775131212407751+0.842528196939966i,-0.850940024402021+0.852764584494038i,-0.9223799632731+0.864551067437258i,-0.991029367991478+0.8740682589681i,-1.05486394552996+0.877268681949968i,-1.10837476467948+0.870260575042322i,-1.14356039349759+0.84974246437462i,-1.1516406629353+0.813473497565568i,-1.12508519000934+0.760658579319052i,-1.05944208247247+0.692142682253586i,-0.95471761285653+0.610291791583945i,-0.815855901262075+0.518677463344917i,-0.652336383922351+0.421452411212492i,-0.476781944266528+0.322564269829647i,-0.303009675945394+0.224986505616453i,-0.143751429707958+0.130110260431462i,-0.00877771548919416+0.0375476310138338i,0.096444886812898-0.0547811721528629i,0.171270213244772-0.149998968738659i,0.219301030747223-0.251343261024488i,0.247057384890216-0.361130539879477i,0.262082879642188-0.479655165388523i,0.27095002627063-0.60463496613902i,0.277682379013926-0.731050316449757i,0.282666914701286-0.85167747363367i,0.282597702826439-0.958106412852767i,0.271277018507334-1.04213583299925i,0.241115836483718-1.09724285867107i,0.185071217886688-1.11973958769493i,0.0985063013902869-1.10952733536009i,-0.0194073004758458-1.07004275680332i,-0.164983588999228-1.00748633813162i,-0.330280779235554-0.92948421443804i,-0.504210220255672-0.843268085137417i,-0.674293588733415-0.754055291823924i,-0.828679485248391-0.663817822948276i,-0.957984189148765-0.570766212785962i,-1.05672854068892-0.469761353896709i,-1.12380282163016-0.353723671504266i,-1.16215707347746-0.215607166533871i,-1.17764482064638-0.0507010546644764i,-1.17736769448578+0.141365511725778i,-1.16776473253078+0.35517660140018i,-1.15299611389384+0.579220561990941i,-1.13393883072279+0.796805702526345i,-1.10797474456373+0.9879706283118i,-1.06962195098275+1.13236001593202i,-1.01182976839276+1.21235539417239i,-0.927791524568296+1.21596676800458i,-0.812713689099134+1.13898215049512i,-0.665294096794149+0.985872015419419i,-0.488505534427191+0.769312317647965i,-0.289562644700088+0.508487736693463i,-0.0790798188700361+0.22623891628457i,0.130428495372166-0.054090409232126i,0.326454139936567-0.311880296196709i,0.49832207668703-0.531814638016757i,0.638677783273051-0.705381942757368i,0.744353964412183-0.831141590939681i,0.816355181035552-0.913807424530014i,0.859178134008483-0.962360230101815i,0.879518066074444-0.98760156461537i,0.884692594758246-0.999759947665049i,0.881143340776186-1.00646191310122i,0.873259829997703-1.01150631444644i,0.862724732895217-1.01459531254278i,0.848581905027221-1.0120255668865i,0.827853265950351-0.99800878760549i,0.796641605903642-0.966437347043886i,0.751354655358626-0.912577310059255i,0.689842440813337-0.834408559053474i,0.612176134543389-0.733403887673152i,0.520899582854423-0.614489280326952i,0.420846129428097-0.485275594853953i,0.318394014933637-0.354916329673078i,0.2204361566075-0.232674171813354i,0.133289549562607-0.126532415143157i,0.061743583688354-0.0420553221872608i
-0.572997183922012-0.701674825277204i,-0.665814491908359-0.705072102133641i,-0.749554180129536-0.701304476779148i,-0.828680714046709-0.692237197789781i,-0.905926473076286-0.679645715178346i,-0.981101856718578-0.664744072264676i,-1.05050710439825-0.647941032557191i,-1.10715894223461-0.62879986120387i,-1.14173635645247-0.606234309931363i,-1.14414594391995-0.578875345889872i,-1.10544861399834-0.545548260095358i,-1.01981407377338-0.505709550272213i,-0.886057645325554-0.459732485935295i,-0.708569150531255-0.408930708388143i,-0.497341519048885-0.355344020255622i,-0.267106479306012-0.301308649007717i,-0.0357446793756787-0.248770711444061i,0.177859387117225-0.198711930232816i,0.356167018867157-0.150753920438763i,0.485146705235458-0.103011347365798i,0.555908767408875-0.0524071616691311i,0.565711766344882+0.00459644822049244i,0.518086310892193+0.0710207893394516i,0.422197100045215+0.148208287855582i,0.291594786107858+0.234803753272976i,0.142556856195189+0.326134995994745i,-0.00774106110236154+0.414046644361687i,-0.143051624463843+0.48742703815611i,-0.249514485139075+0.533476152185727i,-0.316787183352497+0.539413536722446i,-0.338800960769719+0.494572857073113i,-0.314082925600211+0.392378115084243i,-0.245625434114998+0.231984460996769i,-0.140558243112468+0.0192029106782894i,-0.00951201448335517-0.233459290783556i,0.134288428235453-0.507696145435076i,0.276084510637828-0.78115242915716i,0.400734437013787-1.02994052875455i,0.494128980078375-1.23141052585366i,0.544472160283652-1.36689097363804i,0.543616220659063-1.42399604190607i,0.488020726486823-1.39815760888329i,0.379425229115395-1.29319153467965i,0.224969325139103-1.12087187165105i,0.0367045880340401-0.899517648593452i,-0.169546559250176-0.651844234024694i,-0.375800007541179-0.40233642450658i,-0.563923303762799-0.174609632488213i,-0.71758219225295+0.0110722004820555i,-0.824125339605241+0.139820893898718i,-0.876023742137964+0.203336883696334i,-0.871577729780547+0.200418621114077i,-0.814861310967111+0.136622937639089i,-0.714849887001843+0.0233222132789868i,-0.583986072719088-0.123799258461604i,-0.436414369814993-0.286637493375082i,-0.285928409776159-0.446601682299857i,-0.144316378151938-0.586446450073426i,-0.0201182787281125-0.691879103197317i,0.0819911895752464-0.752786528568478i,0.161070614065404-0.763950789006714i,0.219322726845539-0.725275281924388i,0.260938822002953-0.641488961325215i,0.290780464128243-0.521371809372165i,0.313154988615736-0.376605502047642i,0.330823291562278-0.2203545750683i,0.344615440507901-0.0658261264989392i,0.353465739901458+0.0752010602742345i,0.354861864199972+0.193539034530482i,0.345592982742273+0.283365151678815i,0.322801302888924+0.342590599746302i,0.284764008303653+0.372590753925522i,0.231378789739447+0.377614321382201i,0.164344212170682+0.363784675926951i,0.0869886940153197+0.337853141785163i,0.003608260872322+0.306022839860179i,-0.0811835751626412+0.272970372225381i,-0.163322811237882+0.241189097793511i,-0.23996630756158+0.210878404963872i,-0.309770932084425+0.180266820921226i,-0.373002866966019+0.146356181683758i,-0.431177816725679+0.105892988315105i,-0.486445461380768+0.0563682509001795i,-0.540937976372693-0.00308179474086508i,-0.596045006496767-0.0712746250453587i,-0.651801165381721-0.144971740746839i,-0.706690380187738-0.219257008278949i,-0.757753430061931-0.288284935834532i,-0.800946630322742-0.346469288556884i,-0.831843969344254-0.38943641302731i,-0.8464666663691-0.41477390483747i,-0.842041907871474-0.422447129378847i,-0.817690466429722-0.414625265525042i,-0.774727344468738-0.395097631097649i,-0.716683264586076-0.368304578268686i,-0.648971512843071-0.338244613325496i,-0.578266198186671-0.307406844727256i,-0.511696927458403-0.276145487419347i,-0.455946312569887-0.242534813312591i,-0.416369579779699-0.2027339230488i,-0.396367462053861-0.151915785998457i,-0.397052713882118-0.0855268814261635i,-0.41709973513651-0.000570170590464022i,-0.453011568523056+0.103230581206304i,-0.499669560121476+0.222767353865804i,-0.550996328083249+0.351595362427891i,-0.600687369323839+0.480453457467075i,-0.642995538930569+0.598482236037356i,-0.67328501219664+0.694755730829962i,-0.68844549517633+0.75997816026854i,-0.68705706395563+0.787916262348155i,-0.669343449554963+0.776320993309696i,-0.636922961452202+0.727246705305372i,-0.592472313629919+0.646621073820354i,-0.539247525225726+0.543268170644829i,-0.480681805508539+0.4274678265178i,-0.420094369309838+0.309379594568074i,-0.360438460942798+0.197589800867061i,-0.304151714792094+0.0981429910142176i,-0.253139114750945+0.0139885199266045i,-0.208730964029092-0.0548999857223575i,-0.171681133454025-0.110913040659436i,-0.142189977146462-0.157832194969531i,-0.119852326357156-0.199671846493617i,-0.103597198725636-0.239687851979172i,-0.0917114527953414-0.279648324080098i,-0.081813772118845-0.319512258152717i,-0.0709579341406988-0.357516366303838i,-0.055926368533275-0.390697279940807i,-0.0336019797462862-0.415613755028035i,-0.00138045708605784-0.429147460464589i,0.0423452831278997-0.429185791671381i,0.0978021060425991-0.415124889865344i,0.16357679404364-0.388035068506945i,0.236532843677455-0.350411083447364i,0.312074930241395-0.30579040358325i,0.384555788426174-0.258174108889095i,0.447974616246-0.211376402191759i,0.496704648495274-0.168518361493774i,0.526260416442858-0.131684193395096i,0.533896121418621-0.101797806464996i,0.519004118831634-0.0787240005705787i,0.483236948380854-0.0615265985996738i,0.430282852422266-0.048782967459494i,0.365323962069948-0.039002190607996i,0.294340110780673-0.0309326421464759i,0.223363770607694-0.0236804193614595i,0.15773288276166-0.0167948293444205i,0.101479274557348-0.0102010593092937i,0.0569948797326665-0.00410434324441346i
